text,Sentiment Score,Analysis
"[perguntaram, para, os, meninos, qual, foi, coisa, mais, louca, que, um, f, j, tinha, feito, por, eles, e, mark, citou, projeto, de, aniver]",0,Neutral
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[gives, late, goal, plays, toronto, fc, ii, 2, 2, draw, missing, opportunity, clinch, playof]",-2,Negative
,,
"[adam, smith, council, candidate, ward, 19, beaches, east, york]",0,Neutral
,,
"[toronto, invited, join, indian, residential, school, survivors, legacy, celebration, natha]",2,Positive
,,
"[please, tag, someone, might, know, canada, connections, please, help, dad, wilbert, yuen, fong, lau, find, long, lo]",7,Positive
,,
"[since, revealed, sidewalk, labs, quayside, advisory, council, know, pan, industry, focus, digital]",1,Positive
,,
"[said, say, want, know, conservatives, guilty, take, look]",0,Neutral
,,
"[final, nashville, 2, toronto, 2, new, playoff, situation, draw, better, fcc, saturday]",2,Positive
,,
"[busy, 100, days, action, likes, canada, never, seen, said, premier, doug, ford, onpoli]",1,Positive
,,
"[rare, development, lighthizer, left, dc, today, travel, toronto, dinner, family, agenda]",1,Positive
,,
"[shawnmendescollection, launches, today, select, stores, ny, la, amp, toronto, online]",0,Neutral
,,
"[toronto, area, public, event, muslims]",-1,Negative
,,
"[2, doubles, single, pfft, dingers, honestly, though, wait, see, rake, toronto]",3,Positive
,,
"[sharia, toronto, amp, tried, attend, hamas, linked, icna, amp, isna, event, canada, featuring, siraj, wahhaj]",0,Neutral
,,
"[sports, something, posted, beginning, problem, instead, two, hours, later]",-3,Negative
,,
"[sharia, toronto, amp, tried, attend, hamas, linked, icna, amp, isna, event, canada, featuring, siraj, wahhaj]",0,Neutral
,,
"[sales, job, toronto, salesjob, sales, jobs, looking, entry, level, sales, representative]",2,Positive
,,
"[take, quayside, project, sidewalk, toronto, smart, way, build, neighbourhood]",1,Positive
,,
"[one, toronto, finest, left, behind, family, needs, community, support, dwayne, performing, secu]",0,Neutral
,,
"[renowned, xenophobe, trump, ally, violent, provocateur, steve, bannon, given, massive, platform, toronto, roy]",0,Neutral
,,
"[toronto, definitely, affordable, housing, crisis]",0,Neutral
,,
"[know, answer, solving, rental, crisis, toronto, know, recently, 2, years, ago, thing]",5,Positive
,,
"[fatah, toronto, area, public, event, muslims]",-1,Negative
,,
"[wow, shocking, footage, reporter, denied, entry, public, event, toronto, organizers, insist, event]",-1,Negative
,,
"[also, feel, like, pertinent, note, listing, parkdale, home, many, toronto, vulnerable, reside]",2,Positive
,,
"[come, get, behind, toronto]",2,Positive
,,
"[busy, 100, days, action, likes, canada, never, seen, said, premier, doug, ford, onpoli]",1,Positive
,,
"[henry, appears, toronto, cr, bambipark, happyhenryday]",0,Neutral
,,
"[looks, like, every, candidate, much, toronto, talk, talk, vote, n]",4,Positive
,,
"[niggas, think, pussy, everything, end, forcing, women, weirdo, creatives, city, get]",1,Positive
,,
"[check, call, toronto, hepbourne, street, b, w, rusholme, road, havelock, street, dispatched, 09, 10, 18, 22, 18, edt, stn, 34]",2,Positive
,,
"[check, call, toronto, hepbourne, street, b, w, rusholme, road, havelock, street, dispatched, 09, 10, 18, 22, 18, edt, stn, 34]",2,Positive
,,
"[ponte, c, modo, admira, la, v, l, ctea, en, la, regi, n, de, kawartha, lakes, en, ontario, solo, dos, horas, del, centro, de, toronto]",0,Neutral
,,
"[medical, toronto, m3c, dispatched, 09, 10, 18, 22, 17, edt, stn, 125, pumper, 125, general, area]",0,Neutral
,,
"[affordable, housing, john, tory, promises, build, one, giant, detached, home, toronto, poor, via]",0,Neutral
,,
"[medical, toronto, m3c, dispatched, 09, 10, 18, 22, 17, edt, stn, 125, pumper, 125, general, area]",0,Neutral
,,
"[public, area, toronto, transformed, muslims, area, hosting, terrorist, siraj, wahaj, amp, islamist, linda, sar]",-1,Negative
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[busy, 100, days, action, likes, canada, never, seen, said, premier, doug, ford, onpoli]",1,Positive
,,
"[caplan, given, toronto, plenty, love, nba, radio, think, may, best, team, eastern, conference, brother]",4,Positive
,,
"[atmosphere, toronto, gonna, hella, wild, season, karma, deadline]",1,Positive
,,
"[oilers, want, learn, run, powerplay, watching, dallas, toronto, game]",4,Positive
,,
"[got, flight, toronto, moved, tomorrow, girls, night, tonight]",2,Positive
,,
"[toronto, loses, horrible, excuse, challenge, 5, 4]",-2,Negative
,,
"[breaking, toronto, st, george, golf, amp, country, club, inform, curling, members, tomorrow, sport, future, could, third]",0,Neutral
,,
"[toronto, star, writer, editors, find, libel, free, way, accuse, ford, murder, stick, word, social, front, https]",3,Positive
,,
"[sales, job, toronto, salesjob, sales, jobs, looking, account, executive, educational, sales]",2,Positive
,,
"[momentum, goes, back, seguin, line, tavares, john, klingberg, finishes, leafs, challenge, w]",0,Neutral
,,
"[jews, christians, barred, toronto, area, event, advertised, public, sunday, conference, hosted, islamic, circ]",-1,Negative
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[chrystia, freeland, dinner, tonight, toronto, home, us, trade, representative, robert, lighthizer, thread]",1,Positive
,,
"[johnny, klingberg, gets, goal, snipe, toronto, challenging, goalie, interference]",0,Neutral
,,
"[notley, current, chief, staff, nathan, rotman, toronto, rachel, notley, hired, graham, mitchell, anti, oil, acti]",0,Neutral
,,
"[report, shevchenko, vs, jedrzejczyk, back, ufc, 231, canada, via]",0,Neutral
,,
"[aggregate, score, toronto, last, two, games, 12, 10, still, 17, 21, play, one]",0,Neutral
,,
"[yo, hockey, fans, help, toronto, maple, leafs, maple, leaves]",1,Positive
,,
"[intl, squad, via, lizquensunite, j3zsr, liza, soberano, enrique, gil, asap, london, new, york, toronto, lizquenonasapsydney]",1,Positive
,,
"[delighted, announce, screening, toronto, nov, 23, 24]",0,Neutral
,,
"[scotia, bank, announced, short, form, name, acc]",3,Positive
,,
"[boys, build, sunday, win, downing, 3, 1, tonight, scotia, bank, pond, gtlh]",0,Neutral
,,
"[ahmed, 5, minutes, letting, leafs, front, office, know, going, play, season, outdoors]",2,Positive
,,
"[looking, search, line, buddies, twenty, one, pilots, concert, may, 28th, toronto, scotia, bank, arena, air, ca]",2,Positive
,,
"[looking, search, line, buddies, twenty, one, pilots, concert, may, 28th, toronto, scotia, bank, arena, air, ca]",2,Positive
,,
"[convinced, scotia, bank, account, idk]",1,Positive
,,
"[yall, air, canada, centre, changed, name, scotia, bank, im]",2,Positive
,,
[],0,Neutral
,,
"[congratulations, tavaree, simms, plays, bodie, illtakeyourdead, featured, calgary, film, festi]",2,Positive
,,
"[scotia, bank, shifting, towards, gender, parity, first, leadership, tone, top, b]",2,Positive
,,
"[demetria, ruggiero, barbera, vp, aml, kyc, onboarding, canadian, banking, scotia, bank, women, board]",1,Positive
,,
"[premier, rachel, notley, alberta, government, canada, sole, beneficiary, accounts, assets]",0,Neutral
,,
"[right, scotia, bank, hate, fees, 14, bucks, fee, scotia, one]",1,Positive
,,
"[looking, search, line, buddies, twenty, one, pilots, concert, may, 28th, toronto, scotia, bank, arena, air, ca]",2,Positive
,,
"[looking, search, line, buddies, twenty, one, pilots, concert, may, 28th, toronto, scotia, bank, arena, air, ca]",2,Positive
,,
"[looking, search, line, buddies, twenty, one, pilots, concert, may, 28th, toronto, scotia, bank, arena, air, ca]",2,Positive
,,
"[meduelemipanam, primer, presidente, que, visto, pedir, dispensa, fiscal, de, 300, millones, porque, le, alcanz, la, plata]",0,Neutral
,,
"[great, last, minute, deal, got, pair, tickets, available, justin, timberlake, tonight, scotia, bank, arena, sec]",1,Positive
,,
"[open, wednesday, 11, 3, pm, west, side, near, scotia, bank, 14, st, amp, lonsdale, ave, northvancouver]",1,Positive
,,
"[open, wednesday, 11, 3, pm, west, side, near, scotia, bank, 14, st, amp, lonsdale, ave, northvancouver]",1,Positive
,,
"[meduelemipanam, primer, presidente, que, visto, pedir, dispensa, fiscal, de, 300, millones, porque, le, alcanz, l]",0,Neutral
,,
"[looking, search, line, buddies, twenty, one, pilots, concert, may, 28th, toronto, scotia, bank]",2,Positive
,,
"[look, smirk, arrested, made, tell, everything, knows, shes, done, lady, gaga, money]",5,Positive
,,
"[suspect, apprehended, scotia, bank, break, via]",0,Neutral
,,
"[leave, bank, promote, recent, history, prolific, criminals, rape, murder, fraud, treason]",1,Positive
,,
"[boj, financial, inclusion, scotia, bank, got, job, though]",3,Positive
,,
"[anyone, know, ticket, prices, toronto, scotia, bank, arena, ive, looking, everyw]",3,Positive
,,
"[dear, scotia, bank, long, time, client, bank, shall, ashamed, announce, people, future, p]",4,Positive
,,
"[nuevamente, los, servicios, bancarios, de, scotia, bank, fallaron, toda, la, tarde, se, pudo, accesar, qu, diablos, est, pasando]",1,Positive
,,
"[rjr, business, scotia, bank, oxford, road, branch, reopens, following, robbery, attempt]",1,Positive
,,
"[one, friends, wanna, drop, cool, 1, 000, 000, scotia, bank, account, trying]",5,Positive
,,
"[old, chase, bank, first, tech, merril, edge, regions, bank, scotia, bank, instant, rbc, instant, td, bank, canada, instant]",3,Positive
,,
"[thankful, week, today, sitting, scotia, bank, arena, watching]",3,Positive
,,
"[scotia, bank, telling, open, account, unless, proof, income]",0,Neutral
,,
"[1, silver, bar, rare, 1, oz, engelhard, scotia, bank]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[clintons, evening, scotia, bank, centre, nov, 27, incase, wanted, go, tickets, sale, october, 12]",2,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[scotia, bank, break, gone, wrong, gangster, j, p, making, millions, via]",-1,Negative
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[man, breaks, scotia, bank, several, police, investigators, scotiabank, oxford, road]",2,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[united, centre, cool, looking, toronto, still, air, canada, centre, dumb, two, ri]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[1, silver, bar, rare, 1, oz, engelhard, scotia, bank, sealed]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[working, scotia, bank, working, members, club]",3,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[8, days, till, sitting, scotia, bank, centre]",2,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[watched, scotia, bank, hockey, commercial, janitor, throws, hall, two, girls, score]",2,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[stop, telling, scotia, bank, says, per, request, requested, anything, crazy, talk]",3,Positive
,,
"[stop, telling, scotia, bank, says, per, request, requested, anything, crazy, talk]",3,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[mirror, aromg3, marco, mares, lvidegaray, se, susurra, en, wall, street, que, tiene, acciones, de, scotia, bank, de, los, rothschild, como, su, madr]",1,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[oct, 06, game, score, ban, scotia, bank, white, 3, ban, scotia, bank, lime, 2]",3,Positive
,,
"[oct, 06, game, score, ban, scotia, bank, red, 2, ban, scotia, bank, yellow, 2]",3,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, b]",0,Neutral
,,
"[team, proud, involved, rams, care, 500, smile, challenge, scotiabank, marathon, support, g]",4,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[heqrd, robbery, progress, scotia, bank, oxford, road, suspect, suspects, still, inside]",1,Positive
,,
"[gardener, see, walk, guh, church, amp, seh, yute, yuh, boot, wake, scheme, loud, fi, true, like, mi, work, inna, scotia, bank]",1,Positive
